State,State_abbrev,Year,Beer (Per capita consumption),Wine (Per capita consumption),Spirits (Per capita consumption),All beverages (Per capita consumption)
New Jersey,NJ,1983,1.2,0.52,1.13,2.85
New Jersey,NJ,1982,1.21,0.52,1.13,2.87
New Jersey,NJ,1981,1.21,0.51,1.15,2.87
New Jersey,NJ,1980,1.22,0.47,1.13,2.82
New Jersey,NJ,1979,1.18,0.43,1.1,2.71
New Jersey,NJ,1978,1.17,0.41,1.1,2.69
New Jersey,NJ,1977,1.16,0.4,1.13,2.69
New Mexico,NM,2016,1.11,0.31,0.85,2.27
New Mexico,NM,2015,1.03,0.3,0.78,2.11
New Mexico,NM,2014,1.29,0.31,0.82,2.42
New Mexico,NM,2013,1.17,0.34,0.85,2.35
New Mexico,NM,2012,1.24,0.33,0.79,2.36
New Mexico,NM,2011,1.32,0.31,0.73,2.35
New Mexico,NM,2010,1.23,0.31,0.74,2.28
New Mexico,NM,2009,1.34,0.31,0.72,2.38
New Mexico,NM,2008,1.41,0.31,0.71,2.43
New Mexico,NM,2007,1.39,0.3,0.7,2.39
New Mexico,NM,2006,1.37,0.3,0.69,2.36
New Mexico,NM,2005,1.47,0.29,0.66,2.42
New Mexico,NM,2004,1.46,0.25,0.66,2.36
New Mexico,NM,2003,1.52,0.27,0.61,2.4
New Mexico,NM,2002,1.52,0.26,0.61,2.4
New Mexico,NM,2001,1.54,0.25,0.61,2.39
New Mexico,NM,2000,1.53,0.25,0.61,2.38
New Mexico,NM,1999,1.53,0.25,0.59,2.36
New Mexico,NM,1998,1.49,0.24,0.58,2.31
New Mexico,NM,1997,1.51,0.24,0.58,2.33
New Mexico,NM,1996,1.55,0.24,0.59,2.38
New Mexico,NM,1995,1.56,0.24,0.6,2.4
New Mexico,NM,1994,1.46,0.19,0.6,2.25
New Mexico,NM,1993,1.53,0.23,0.63,2.39
New Mexico,NM,1992,1.56,0.25,0.66,2.47
New Mexico,NM,1991,1.64,0.26,0.64,2.54
New Mexico,NM,1990,1.68,0.28,0.68,2.64
New Mexico,NM,1989,1.67,0.29,0.66,2.62
New Mexico,NM,1988,1.66,0.33,0.68,2.67
New Mexico,NM,1987,1.65,0.36,0.68,2.69
New Mexico,NM,1986,1.66,0.36,0.71,2.73
New Mexico,NM,1985,1.71,0.36,0.77,2.84
New Mexico,NM,1984,1.72,0.28,0.76,2.76
New Mexico,NM,1983,1.72,0.31,0.98,3.01
New Mexico,NM,1982,1.72,0.34,0.93,2.99
New Mexico,NM,1981,1.73,0.32,0.95,3
New Mexico,NM,1980,1.65,0.32,0.99,2.97
New Mexico,NM,1979,1.64,0.29,0.97,2.91
New Mexico,NM,1978,1.65,0.31,0.96,2.93
New Mexico,NM,1977,1.62,0.31,0.95,2.88
New York,NY,2016,0.91,0.53,0.78,2.22
New York,NY,2015,0.9,0.5,0.77,2.18
New York,NY,2014,0.9,0.53,0.76,2.2
New York,NY,2013,0.93,0.51,0.77,2.21
New York,NY,2012,0.91,0.51,0.75,2.17
New York,NY,2011,0.89,0.5,0.72,2.11
New York,NY,2010,0.89,0.48,0.71,2.09
New York,NY,2009,0.92,0.47,0.7,2.08
New York,NY,2008,0.93,0.47,0.68,2.08
New York,NY,2007,0.93,0.47,0.69,2.1
New York,NY,2006,0.89,0.46,0.66,2.01
New York,NY,2005,0.91,0.43,0.65,1.99
New York,NY,2004,0.92,0.42,0.62,1.96
New York,NY,2003,0.93,0.4,0.61,1.94
New York,NY,2002,0.95,0.38,0.59,1.92
New York,NY,2001,0.96,0.37,0.56,1.89
New York,NY,2000,0.92,0.38,0.58,1.88
New York,NY,1999,0.93,0.37,0.56,1.85
New York,NY,1998,0.95,0.38,0.51,1.84
New York,NY,1997,0.86,0.36,0.56,1.79
New York,NY,1996,0.91,0.36,0.57,1.84
New York,NY,1995,1,0.38,0.57,1.95
New York,NY,1994,0.98,0.35,0.6,1.93
New York,NY,1993,1,0.35,0.62,1.97
New York,NY,1992,1.04,0.37,0.68,2.09
New York,NY,1991,1.09,0.37,0.69,2.14
New York,NY,1990,1.13,0.41,0.76,2.3
New York,NY,1989,1.11,0.42,0.81,2.34
New York,NY,1988,1.14,0.44,0.86,2.45
New York,NY,1987,1.14,0.47,0.9,2.51
New York,NY,1986,1.12,0.5,0.91,2.53
New York,NY,1985,1.14,0.49,0.98,2.61
New York,NY,1984,1.14,0.49,1.03,2.67
New York,NY,1983,1.23,0.49,1.05,2.77
New York,NY,1982,1.26,0.48,1.11,2.85
New York,NY,1981,1.25,0.46,1.12,2.83
New York,NY,1980,1.27,0.46,1.17,2.91
New York,NY,1979,1.21,0.44,1.17,2.83
New York,NY,1978,1.18,0.42,1.18,2.78
New York,NY,1977,1.18,0.39,1.18,2.75
North Carolina,NC,2016,1.05,0.43,0.64,2.13
North Carolina,NC,2015,1.05,0.42,0.63,2.1
North Carolina,NC,2014,1.04,0.41,0.61,2.06
North Carolina,NC,2013,1.04,0.39,0.6,2.03
North Carolina,NC,2012,1.07,0.38,0.6,2.05
North Carolina,NC,2011,1.05,0.37,0.58,2.01
North Carolina,NC,2010,1.08,0.35,0.57,2.01
North Carolina,NC,2009,1.09,0.33,0.57,1.99
North Carolina,NC,2008,1.13,0.34,0.57,2.03
North Carolina,NC,2007,1.15,0.33,0.56,2.04
North Carolina,NC,2006,1.14,0.32,0.54,2.01
North Carolina,NC,2005,1.13,0.3,0.54,1.96
North Carolina,NC,2004,1.16,0.3,0.53,1.99
North Carolina,NC,2003,1.21,0.27,0.52,2
North Carolina,NC,2002,1.25,0.27,0.5,2.02
North Carolina,NC,2001,1.24,0.25,0.51,2
North Carolina,NC,2000,1.22,0.25,0.52,1.98
North Carolina,NC,1999,1.21,0.24,0.51,1.96
North Carolina,NC,1998,1.21,0.23,0.5,1.94
North Carolina,NC,1997,1.22,0.23,0.52,1.97
North Carolina,NC,1996,1.21,0.24,0.52,1.98
North Carolina,NC,1995,1.12,0.21,0.53,1.87
North Carolina,NC,1994,1.14,0.21,0.54,1.89
North Carolina,NC,1993,1.14,0.22,0.56,1.92
North Carolina,NC,1992,1.14,0.23,0.59,1.96
North Carolina,NC,1991,1.11,0.24,0.6,1.96
North Carolina,NC,1990,1.16,0.27,0.65,2.08
North Carolina,NC,1989,1.13,0.27,0.66,2.05
North Carolina,NC,1988,1.11,0.28,0.68,2.08
North Carolina,NC,1987,1.11,0.28,0.71,2.09
North Carolina,NC,1986,1.11,0.3,0.74,2.15
North Carolina,NC,1985,1.1,0.27,0.76,2.13
North Carolina,NC,1984,1.11,0.24,0.78,2.13
North Carolina,NC,1983,1.11,0.22,0.8,2.12
North Carolina,NC,1982,1.07,0.21,0.85,2.13
North Carolina,NC,1981,1.1,0.21,0.86,2.16
North Carolina,NC,1980,1.1,0.2,0.85,2.16
North Carolina,NC,1979,1.04,0.21,0.84,2.09
North Carolina,NC,1978,1.02,0.19,0.83,2.04
North Carolina,NC,1977,0.98,0.19,0.81,1.98
North Dakota,ND,2016,1.64,0.34,1.29,3.26
North Dakota,ND,2015,1.58,0.35,1.32,3.25
North Dakota,ND,2014,1.67,0.35,1.39,3.41
North Dakota,ND,2013,1.68,0.32,1.37,3.38
North Dakota,ND,2012,1.75,0.3,1.37,3.42
North Dakota,ND,2011,1.66,0.26,1.26,3.18
North Dakota,ND,2010,1.49,0.25,1.19,2.93
North Dakota,ND,2009,1.59,0.24,1.13,2.96
North Dakota,ND,2008,1.6,0.23,1.11,2.94
North Dakota,ND,2007,1.53,0.23,1.06,2.82
North Dakota,ND,2006,1.5,0.2,1,2.7
North Dakota,ND,2005,1.48,0.18,0.94,2.6
North Dakota,ND,2004,1.49,0.18,0.82,2.49
North Dakota,ND,2003,1.53,0.17,0.86,2.56
North Dakota,ND,2002,1.51,0.16,0.83,2.5
North Dakota,ND,2001,1.46,0.15,0.81,2.42
North Dakota,ND,2000,1.47,0.15,0.79,2.4
North Dakota,ND,1999,1.48,0.15,0.78,2.41
North Dakota,ND,1998,1.45,0.13,0.76,2.35
North Dakota,ND,1997,1.4,0.13,0.77,2.3
North Dakota,ND,1996,1.4,0.13,0.77,2.3
North Dakota,ND,1995,1.36,0.16,0.77,2.28
North Dakota,ND,1994,1.39,0.15,0.78,2.32
North Dakota,ND,1993,1.37,0.15,0.84,2.36
North Dakota,ND,1992,1.38,0.15,0.85,2.39
North Dakota,ND,1991,1.43,0.16,0.86,2.44
North Dakota,ND,1990,1.47,0.17,0.93,2.56
North Dakota,ND,1989,1.41,0.17,0.86,2.44
North Dakota,ND,1988,1.41,0.19,0.88,2.48
North Dakota,ND,1987,1.37,0.21,0.89,2.47
North Dakota,ND,1986,1.34,0.22,0.87,2.44
North Dakota,ND,1985,1.34,0.19,0.96,2.5
North Dakota,ND,1984,1.41,0.17,0.99,2.56
North Dakota,ND,1983,1.49,0.17,1.05,2.71
North Dakota,ND,1982,1.52,0.18,1.09,2.79
North Dakota,ND,1981,1.53,0.18,1.14,2.85
North Dakota,ND,1980,1.52,0.17,1.13,2.82
North Dakota,ND,1979,1.46,0.16,1.1,2.72
North Dakota,ND,1978,1.45,0.16,1.15,2.76
North Dakota,ND,1977,1.35,0.15,1.12,2.62
Ohio,OH,2016,1.15,0.31,0.58,2.04
Ohio,OH,2015,1.17,0.3,0.56,2.03
Ohio,OH,2014,1.19,0.3,0.54,2.03
Ohio,OH,2013,1.22,0.3,0.53,2.04
Ohio,OH,2012,1.23,0.29,0.51,2.03
Ohio,OH,2011,1.24,0.28,0.49,2.02
Ohio,OH,2010,1.29,0.25,0.48,2.02
Ohio,OH,2009,1.3,0.27,0.47,2.03
Ohio,OH,2008,1.33,0.26,0.46,2.05
Ohio,OH,2007,1.34,0.25,0.45,2.04
Ohio,OH,2006,1.33,0.24,0.44,2.01
Ohio,OH,2005,1.34,0.23,0.43,2
Ohio,OH,2004,1.34,0.22,0.42,1.97
Ohio,OH,2003,1.34,0.22,0.4,1.95
Ohio,OH,2002,1.35,0.21,0.39,1.95
Ohio,OH,2001,1.34,0.21,0.39,1.93
Ohio,OH,2000,1.32,0.21,0.38,1.91
Ohio,OH,1999,1.32,0.2,0.37,1.9
Ohio,OH,1998,1.3,0.19,0.44,1.94
Ohio,OH,1997,1.28,0.19,0.43,1.89
Ohio,OH,1996,1.36,0.18,0.43,1.97
Ohio,OH,1995,1.29,0.17,0.43,1.89
Ohio,OH,1994,1.31,0.16,0.37,1.85
Ohio,OH,1993,1.29,0.16,0.5,1.95
Ohio,OH,1992,1.32,0.17,0.5,1.98
Ohio,OH,1991,1.33,0.18,0.51,2.03
Ohio,OH,1990,1.34,0.22,0.53,2.09
Ohio,OH,1989,1.36,0.22,0.51,2.09
Ohio,OH,1988,1.35,0.24,0.55,2.13
Ohio,OH,1987,1.35,0.24,0.59,2.18
Ohio,OH,1986,1.32,0.25,0.6,2.18
Ohio,OH,1985,1.37,0.25,0.59,2.21
Ohio,OH,1984,1.41,0.25,0.61,2.27
Ohio,OH,1983,1.36,0.22,0.65,2.23
Ohio,OH,1982,1.4,0.22,0.66,2.28
Ohio,OH,1981,1.35,0.22,0.68,2.25
Ohio,OH,1980,1.39,0.21,0.72,2.33
Ohio,OH,1979,1.35,0.19,0.7,2.25
Ohio,OH,1978,1.19,0.2,0.7,2.08
Ohio,OH,1977,1.16,0.18,0.7,2.03
Oklahoma,OK,2016,1.05,0.2,0.63,1.88
Oklahoma,OK,2015,1.07,0.19,0.62,1.89
Oklahoma,OK,2014,1.09,0.19,0.63,1.91
Oklahoma,OK,2013,1.11,0.19,0.62,1.93
Oklahoma,OK,2012,1.14,0.19,0.61,1.94
Oklahoma,OK,2011,1.14,0.19,0.59,1.92
Oklahoma,OK,2010,1.16,0.18,0.58,1.92
Oklahoma,OK,2009,1.17,0.18,0.58,1.93
Oklahoma,OK,2008,1.22,0.18,0.58,1.97
Oklahoma,OK,2007,1.17,0.17,0.57,1.91
Oklahoma,OK,2006,1.13,0.17,0.56,1.87
Oklahoma,OK,2005,1.09,0.16,0.55,1.8
Oklahoma,OK,2004,1.11,0.13,0.46,1.7
Oklahoma,OK,2003,1.06,0.13,0.74,1.93
Oklahoma,OK,2002,1.12,0.13,0.58,1.82
Oklahoma,OK,2001,1.11,0.12,0.43,1.65
Oklahoma,OK,2000,1.12,0.12,0.44,1.69
Oklahoma,OK,1999,1.11,0.12,0.44,1.68
Oklahoma,OK,1998,1.12,0.12,0.43,1.68
Oklahoma,OK,1997,1.1,0.12,0.43,1.65
Oklahoma,OK,1996,1.09,0.12,0.45,1.66
Oklahoma,OK,1995,1.1,0.12,0.44,1.66
Oklahoma,OK,1994,1.15,0.13,0.5,1.78
Oklahoma,OK,1993,1.11,0.11,0.48,1.7
Oklahoma,OK,1992,1.13,0.13,0.55,1.81
Oklahoma,OK,1991,1.09,0.13,0.54,1.76
Oklahoma,OK,1990,1.12,0.14,0.55,1.81
Oklahoma,OK,1989,1.08,0.14,0.54,1.75
Oklahoma,OK,1988,1.07,0.14,0.52,1.73
Oklahoma,OK,1987,1.06,0.15,0.58,1.79
Oklahoma,OK,1986,1.06,0.15,0.62,1.84
Oklahoma,OK,1985,1.05,0.15,0.68,1.88
Oklahoma,OK,1984,1,0.16,0.74,1.91
Oklahoma,OK,1983,1.04,0.16,0.77,1.97
Oklahoma,OK,1982,1.15,0.16,0.82,2.14
Oklahoma,OK,1981,1.14,0.16,0.83,2.13
Oklahoma,OK,1980,1.07,0.16,0.71,1.94
Oklahoma,OK,1979,1.03,0.13,0.78,1.94
Oklahoma,OK,1978,1.05,0.14,0.8,2
Oklahoma,OK,1977,1.04,0.13,0.77,1.95
Oregon,OR,2016,1.24,0.6,0.91,2.75
Oregon,OR,2015,1.23,0.58,0.9,2.71
Oregon,OR,2014,1.23,0.57,0.9,2.7
Oregon,OR,2013,1.2,0.57,0.89,2.66
Oregon,OR,2012,1.21,0.57,0.89,2.66
Oregon,OR,2011,1.18,0.56,0.85,2.59
Oregon,OR,2010,1.19,0.49,0.83,2.51
Oregon,OR,2009,1.28,0.49,0.82,2.59
Oregon,OR,2008,1.22,0.49,0.83,2.54
Oregon,OR,2007,1.35,0.5,0.81,2.65
Oregon,OR,2006,1.32,0.49,0.78,2.59
Oregon,OR,2005,1.16,0.5,0.75,2.4
Oregon,OR,2004,1.23,0.49,0.72,2.44
Oregon,OR,2003,1.2,0.47,0.69,2.36
Oregon,OR,2002,1.22,0.46,0.66,2.34
Oregon,OR,2001,1.22,0.43,0.65,2.3
Oregon,OR,2000,1.2,0.44,0.64,2.28
Oregon,OR,1999,1.21,0.43,0.63,2.27
Oregon,OR,1998,1.2,0.43,0.61,2.25
Oregon,OR,1997,1.19,0.44,0.6,2.24
Oregon,OR,1996,1.23,0.44,0.61,2.27
Oregon,OR,1995,1.21,0.42,0.59,2.23
Oregon,OR,1994,1.23,0.37,0.62,2.21
Oregon,OR,1993,1.24,0.43,0.64,2.31
Oregon,OR,1992,1.29,0.46,0.67,2.41
Oregon,OR,1991,1.28,0.44,0.67,2.38
Oregon,OR,1990,1.32,0.47,0.73,2.51
Oregon,OR,1989,1.28,0.47,0.7,2.46
Oregon,OR,1988,1.29,0.52,0.72,2.52
Oregon,OR,1987,1.28,0.53,0.73,2.54
Oregon,OR,1986,1.28,0.55,0.74,2.57
Oregon,OR,1985,1.25,0.55,0.77,2.58
Oregon,OR,1984,1.28,0.53,0.82,2.63
Oregon,OR,1983,1.32,0.53,0.85,2.7
Oregon,OR,1982,1.32,0.52,0.88,2.72
Oregon,OR,1981,1.37,0.5,0.92,2.79
Oregon,OR,1980,1.36,0.5,0.94,2.81
Oregon,OR,1979,1.36,0.47,0.94,2.77
Oregon,OR,1978,1.32,0.46,0.96,2.74
Oregon,OR,1977,1.3,0.45,0.94,2.7
Pennsylvania,PA,2016,1.31,0.33,0.72,2.36
Pennsylvania,PA,2015,1.31,0.32,0.7,2.33
Pennsylvania,PA,2014,1.32,0.32,0.7,2.34
Pennsylvania,PA,2013,1.34,0.31,0.68,2.33
Pennsylvania,PA,2012,1.36,0.31,0.67,2.34
Pennsylvania,PA,2011,1.37,0.3,0.66,2.33
Pennsylvania,PA,2010,1.37,0.29,0.64,2.3
Pennsylvania,PA,2009,1.37,0.28,0.63,2.27
Pennsylvania,PA,2008,1.36,0.26,0.61,2.23
Pennsylvania,PA,2007,1.35,0.25,0.58,2.18
Pennsylvania,PA,2006,1.32,0.23,0.55,2.1
Pennsylvania,PA,2005,1.32,0.23,0.55,2.11
Pennsylvania,PA,2004,1.3,0.23,0.53,2.06
Pennsylvania,PA,2003,1.31,0.22,0.51,2.04
Pennsylvania,PA,2002,1.35,0.21,0.49,2.06
Pennsylvania,PA,2001,1.33,0.2,0.48,2.02
Pennsylvania,PA,2000,1.29,0.2,0.47,1.96
Pennsylvania,PA,1999,1.27,0.2,0.46,1.92
Pennsylvania,PA,1998,1.21,0.18,0.45,1.85
Pennsylvania,PA,1997,1.32,0.18,0.45,1.95
Pennsylvania,PA,1996,1.26,0.17,0.45,1.88
Pennsylvania,PA,1995,1.26,0.17,0.45,1.88
Pennsylvania,PA,1994,1.28,0.18,0.47,1.93
Pennsylvania,PA,1993,1.31,0.17,0.48,1.96
Pennsylvania,PA,1992,1.3,0.18,0.51,1.99
Pennsylvania,PA,1991,1.36,0.17,0.52,2.05
Pennsylvania,PA,1990,1.42,0.18,0.55,2.15
Pennsylvania,PA,1989,1.38,0.18,0.57,2.13
Pennsylvania,PA,1988,1.41,0.19,0.54,2.14
Pennsylvania,PA,1987,1.4,0.2,0.62,2.22
Pennsylvania,PA,1986,1.4,0.21,0.64,2.25
Pennsylvania,PA,1985,1.38,0.21,0.65,2.23
Pennsylvania,PA,1984,1.38,0.21,0.67,2.26
Pennsylvania,PA,1983,1.41,0.22,0.67,2.31
Pennsylvania,PA,1982,1.44,0.23,0.7,2.37
Pennsylvania,PA,1981,1.42,0.23,0.72,2.38
Pennsylvania,PA,1980,1.45,0.22,0.71,2.39
Pennsylvania,PA,1979,1.4,0.22,0.72,2.34
Pennsylvania,PA,1978,1.35,0.21,0.73,2.3
Pennsylvania,PA,1977,1.34,0.2,0.74,2.27
Rhode Island,RI,2016,0.94,0.58,1.05,2.57
Rhode Island,RI,2015,0.96,0.57,0.99,2.52
Rhode Island,RI,2014,1.02,0.51,0.86,2.39
Rhode Island,RI,2013,1,0.58,0.98,2.56
Rhode Island,RI,2012,1.03,0.59,0.97,2.58
Rhode Island,RI,2011,1.04,0.58,0.94,2.55
Rhode Island,RI,2010,1.07,0.56,0.92,2.55
Rhode Island,RI,2009,1.07,0.55,0.85,2.47
Rhode Island,RI,2008,1.09,0.52,0.84,2.46
Rhode Island,RI,2007,1.1,0.53,0.82,2.45
Rhode Island,RI,2006,1.07,0.51,0.83,2.41
Rhode Island,RI,2005,0.98,0.49,0.82,2.29
Rhode Island,RI,2004,1.13,0.5,0.8,2.42
Rhode Island,RI,2003,1.13,0.51,0.8,2.45
Rhode Island,RI,2002,1.17,0.48,0.74,2.4
Rhode Island,RI,2001,1.19,0.46,0.7,2.36
Rhode Island,RI,2000,1.16,0.46,0.7,2.31
Rhode Island,RI,1999,1.14,0.45,0.69,2.28
Rhode Island,RI,1998,1.14,0.47,0.63,2.24
Rhode Island,RI,1997,1.22,0.44,0.64,2.3
Rhode Island,RI,1996,1.16,0.42,0.66,2.24
Rhode Island,RI,1995,1.18,0.38,0.63,2.19
Rhode Island,RI,1994,1.23,0.38,0.66,2.27
Rhode Island,RI,1993,1.22,0.36,0.69,2.27
Rhode Island,RI,1992,1.24,0.39,0.7,2.33
Rhode Island,RI,1991,1.33,0.37,0.71,2.41
Rhode Island,RI,1990,1.31,0.44,0.79,2.54
Rhode Island,RI,1989,1.35,0.46,0.86,2.67
Rhode Island,RI,1988,1.38,0.49,0.96,2.82
Rhode Island,RI,1987,1.39,0.51,0.93,2.83
Rhode Island,RI,1986,1.4,0.53,0.92,2.85
Rhode Island,RI,1985,1.4,0.51,1.03,2.93
Rhode Island,RI,1984,1.37,0.52,1.03,2.92
Rhode Island,RI,1983,1.48,0.5,1.06,3.04
Rhode Island,RI,1982,1.34,0.55,1.04,2.94
Rhode Island,RI,1981,1.36,0.53,1.04,2.92
Rhode Island,RI,1980,1.46,0.53,1.13,3.13
Rhode Island,RI,1979,1.42,0.49,1.08,2.98
Rhode Island,RI,1978,1.37,0.48,1.13,2.98
Rhode Island,RI,1977,1.35,0.42,1.09,2.86
South Carolina,SC,2016,1.18,0.25,0.79,2.22
South Carolina,SC,2015,1.21,0.25,0.79,2.25
South Carolina,SC,2014,1.23,0.25,0.8,2.28
South Carolina,SC,2013,1.26,0.25,0.8,2.31
South Carolina,SC,2012,1.28,0.25,0.79,2.32
South Carolina,SC,2011,1.29,0.25,0.78,2.31
South Carolina,SC,2010,1.31,0.24,0.76,2.31
South Carolina,SC,2009,1.35,0.24,0.76,2.34
South Carolina,SC,2008,1.39,0.24,0.76,2.4
South Carolina,SC,2007,1.42,0.24,0.76,2.42
South Carolina,SC,2006,1.45,0.24,0.76,2.45
South Carolina,SC,2005,1.43,0.24,0.75,2.42
South Carolina,SC,2004,1.39,0.24,0.76,2.38
South Carolina,SC,2003,1.38,0.23,0.74,2.35
South Carolina,SC,2002,1.4,0.22,0.67,2.3
South Carolina,SC,2001,1.4,0.22,0.65,2.27
South Carolina,SC,2000,1.49,0.22,0.72,2.43
South Carolina,SC,1999,1.48,0.22,0.72,2.41
South Carolina,SC,1998,1.44,0.21,0.72,2.37
South Carolina,SC,1997,1.48,0.2,0.71,2.4
South Carolina,SC,1996,1.38,0.21,0.71,2.3
South Carolina,SC,1995,1.33,0.19,0.68,2.2
South Carolina,SC,1994,1.38,0.17,0.74,2.29
South Carolina,SC,1993,1.36,0.2,0.75,2.3
South Carolina,SC,1992,1.34,0.2,0.79,2.33
South Carolina,SC,1991,1.34,0.22,0.84,2.41
South Carolina,SC,1990,1.44,0.25,0.92,2.61
South Carolina,SC,1989,1.39,0.24,0.86,2.49
South Carolina,SC,1988,1.38,0.26,0.9,2.54
